,pl_name,# name,ra_x,ra_y,dec_x,dec_y,st_vj,mag_v,pl_bmassj,mass_sini,pl_radj,radius,pl_orbper,orbital_period,pl_orbsmax,semi_major_axis,pl_orbeccen,eccentricity,pl_def_reflink,pl_disc_reflink,checked_coords,min_distance
332,moa2010blg353lb,moa2010blg353lb,271.303917,271.30416667099996,-27.293233,-27.293333346999997,,,0.27,,,,,,1.72,1.72,,,"<a refstr=""RATTENBURY ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.454..946R target=ref>Rattenbury et al. 2015</a>","<a refstr=""RATTENBURY ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.454..946R target=ref>Rattenbury et al. 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 271.303917, -27.293233)>",2208.0280360738952
333,moa2011blg028lb,moa2011blg028lb,270.854,270.858333342,-29.213417,-29.213333348000003,,,0.09439,,,,,,4.14,7.14,,,"<a refstr=""SKOWRON ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...820....4S target=ref>Skowron et al. 2016</a>","<a refstr=""SKOWRON ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...820....4S target=ref>Skowron et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 270.854, -29.213417)>",1856.696000621931
334,moa2011blg262lb,moa2011blg262lb,270.097833,270.095833341,-31.245258000000003,-30.754722208,,,0.05662999999999999,,,,,,0.84,0.84,,,"<a refstr=""BENNETT ET AL. 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...785..155B target=ref>Bennett et al. 2014</a>","<a refstr=""BENNETT ET AL. 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...785..155B target=ref>Bennett et al. 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 270.097833, -31.245258)>",4470.225340811372
335,moa2011blg293lb,moa2011blg293lb,268.913958,268.9125,-28.476846999999996,-28.476944399999997,,,4.8,,,,,,1.1,1.1,,,"<a refstr=""BATISTA ET AL. 2014"" href=http://adsabs.harvard.edu/abs/2014ApJ...780...54B target=ref> Batista et al. 2014 </a>","<a refstr=""YEE ET AL. 2012"" href=http://adsabs.harvard.edu/abs/2012ApJ...755..102Y target=ref> Yee et al. 2012 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 268.913958, -28.476847)>",3894.8581631087395
336,moa2011blg322lb,moa2011blg322lb,271.223333,271.225,-27.220944,-27.2208,,,11.6,,,,,,4.3,3.6,,,"<a refstr=""SHVARTZVALD ET AL. 2014"" href=http://adsabs.harvard.edu/abs/2014MNRAS.439..604S target=ref> Shvartzvald et al. 2014 </a>","<a refstr=""SHVARTZVALD ET AL. 2014"" href=http://adsabs.harvard.edu/abs/2014MNRAS.439..604S target=ref> Shvartzvald et al. 2014 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 271.223333, -27.220944)>",2202.172916165139
337,moa2012blg505lb,moa2012blg505lb,268.143097,268.141666678,-32.040092,-32.040000006,,,0.02108,,,,,,0.9,1.12,,,"<a refstr=""NAGAKANE ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....154...35N target=ref>Nagakane et al. 2017</a>","<a refstr=""NAGAKANE ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....154...35N target=ref>Nagakane et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 268.143097, -32.040092)>",3026.4028776012774
338,moa2013blg605lb,moa2013blg605lb,269.678542,269.67916668099997,-29.398239,-29.398333353,,,0.01007,,,,,,0.94,4.2,,,"<a refstr=""SUMI ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...825..112S target=ref>Sumi et al. 2016</a>","<a refstr=""SUMI ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...825..112S target=ref>Sumi et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 269.678542, -29.398239)>",1738.7044797285416
339,moa2016blg227lb,moa2016blg227lb,271.473755,271.475000018,-27.714287,-27.714166692,,,2.8,,,,,,1.67,1.64,,,"<a refstr=""KOSHIMOTO ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....154....3K target=ref>Koshimoto et al. 2017</a>","<a refstr=""KOSHIMOTO ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....154....3K target=ref>Koshimoto et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 271.473755, -27.714287)>",2669.413583226373
340,ngts1b,ngts1b,82.714378,82.71666668399999,-36.630787,-36.630833357,15.524000000000001,,0.812,,1.33,1.33,2.647298,2.647298,0.0326,0.0326,0.016,0.016,"<a refstr=""BAYLISS ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171011099B target=ref>Bayliss et al. 2017</a>","<a refstr=""BAYLISS ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171011099B target=ref>Bayliss et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 82.714378, -36.630787)>",Too far
341,ngts3ab,ngts3ab,94.44479399999999,94.444801,-35.706394,-35.706394,14.642000000000001,14.6,2.38,,1.48,1.48,1.6753728,1.6753727999999999,0.023,0.023,,0.0,"<a refstr=""GUNTHER ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018arXiv180501378G target=ref>Gunther et al. 2018</a>","<a refstr=""GUNTHER ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018arXiv180501378G target=ref>Gunther et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 94.444794, -35.706394)>",9425.9264095509
342,ogle2008blg092lb,ogle2008blg092lb,266.872583,266.872583343,-34.726556,-34.7265555778,,,0.18,,,,,,18.0,15.0,,,"<a refstr=""POLESKI ET AL. 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...795...42P target=ref>Poleski et al. 2014</a>","<a refstr=""POLESKI ET AL. 2014"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...795...42P target=ref>Poleski et al. 2014</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 266.872583, -34.726556)>",1099.7690029017347
343,ogle2008blg355lb,ogle2008blg355lb,269.78670800000003,269.786708336,-30.759472,-29.2405277552,,,4.6,,,,,,1.7,,,,"<a refstr=""KOSHIMOTO ET AL. 2014"" href=http://adsabs.harvard.edu/abs/2014ApJ...788..128K target=ref> Koshimoto et al. 2014 </a>","<a refstr=""KOSHIMOTO ET AL. 2014"" href=http://adsabs.harvard.edu/abs/2014ApJ...788..128K target=ref> Koshimoto et al. 2014 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 269.786708, -30.759472)>",3985.4855223631575
345,ogle2011blg0265lb,ogle2011blg0265lb,269.448833,269.450000016,-27.394528,-27.394444461,,,0.88,,,,,,1.89,1.89,,,"<a refstr=""SKOWRON ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...33S target=ref>Skowron et al. 2015</a>","<a refstr=""SKOWRON ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...33S target=ref>Skowron et al. 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 269.448833, -27.394528)>",5958.37374616516
346,ogle2012blg0026lb,ogle2012blg0026lb,263.577917,263.5792,-27.14275,-27.1428,,,0.145,,,,,,4.0,3.82,,,"<a refstr=""BEAULIEU ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...824...83B target=ref>Beaulieu et al. 2016</a>","<a refstr=""HAN ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013ApJ...762L..28H target=ref> Han et al. 2013 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 263.577917, -27.14275)>",3143.382221453512
347,ogle2012blg0026lc,ogle2012blg0026lc,263.577917,263.5792,-27.14275,-27.1428,,,0.86,,,,,,4.8,4.63,,,"<a refstr=""BEAULIEU ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...824...83B target=ref>Beaulieu et al. 2016</a>","<a refstr=""HAN ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013ApJ...762L..28H target=ref> Han et al. 2013 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 263.577917, -27.14275)>",3143.382221453512
348,ogle2012blg0406lb,ogle2012blg0406lb,268.325708,268.325,-30.471166999999998,-30.4711,,,2.73,,,,,,3.45,3.45,,,"<a refstr=""TSAPRAS ET AL. 2014"" href=http://adsabs.harvard.edu/abs/2014ApJ...782...48T target=ref> Tsapras et al. 2014 </a>","<a refstr=""POLESKI ET AL. 2014"" href=http://adsabs.harvard.edu/abs/2014ApJ...782...47P target=ref> Poleski et al. 2014 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 268.325708, -30.471167)>",858.7907742147853
349,ogle2012blg0563lb,ogle2012blg0563lb,271.4905,271.490500019,-27.712,-27.7120000236,,,0.39,,,,,,0.9,0.74,,,"<a refstr=""FUKUI ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...74F target=ref>Fukui et al. 2015</a>","<a refstr=""FUKUI ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...74F target=ref>Fukui et al. 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 271.4905, -27.712)>",2628.683071854837
350,ogle2012blg0724lb,ogle2012blg0724lb,268.968292,268.966666684,-29.818528000000004,-29.818611129,,,0.47,,,,,,1.6,1.6,,,"<a refstr=""HIRAO ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...824..139H target=ref>Hirao et al. 2016</a>","<a refstr=""HIRAO ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...824..139H target=ref>Hirao et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 268.968292, -29.818528)>",1151.875001229665
351,ogle2012blg0950lb,ogle2012blg0950lb,272.019257,272.01925000200004,-29.731583,-29.731583359600002,,,0.11012000000000001,,,,,,2.7,2.7,,,"<a refstr=""KOSHIMOTO ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153....1K target=ref>Koshimoto et al. 2017</a>","<a refstr=""KOSHIMOTO ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153....1K target=ref>Koshimoto et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 272.019257, -29.731583)>",2225.6312466399067
352,ogle2013blg0102lb,ogle2013blg0102lb,268.0295,268.029500002,-31.690583,-31.6905833528,,17.0,12.569,,,,,,0.8,0.8,,,"<a refstr=""JUNG ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...798..123J target=ref>Jung et al. 2015</a>","<a refstr=""JUNG ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...798..123J target=ref>Jung et al. 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 268.0295, -31.690583)>",3837.7609014396803
353,ogle2013blg0132lb,ogle2013blg0132lb,269.76461800000004,269.764625001,-28.421028000000003,-28.4210277896,,,0.29,,,,,,3.6,3.6,,,"<a refstr=""MROZ ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170501058M target=ref>Mroz et al. 2017</a>","<a refstr=""MROZ ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170501058M target=ref>Mroz et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 269.764618, -28.421028)>",3248.4462122053865
354,ogle2014blg0124lb,ogle2014blg0124lb,270.621708,270.620833343,-28.39625,-28.396388907,,,0.51,,,,,,3.11,3.48,,,"<a refstr=""UDALSKI ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...799..237U target=ref>Udalski et al. 2015</a>","<a refstr=""UDALSKI ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...799..237U target=ref>Udalski et al. 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 270.621708, -28.39625)>",772.9522665100762
355,ogle2014blg0676lb,ogle2014blg0676lb,268.102081,268.104166675,-30.548389,-30.548333356,,,3.09,,,,,,4.4,4.4,,,"<a refstr=""RATTENBURY ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.466.2710R target=ref>Rattenbury et al. 2017</a>","<a refstr=""RATTENBURY ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.466.2710R target=ref>Rattenbury et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 268.102081, -30.548389)>",1605.9282073760287
356,ogle2014blg1760lb,ogle2014blg1760lb,269.408997,269.408333346,-28.963158,-28.963055585,,,0.56,,,,,,1.75,1.75,,,"<a refstr=""BHATTACHARYA ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..140B target=ref>Bhattacharya et al. 2016</a>","<a refstr=""BHATTACHARYA ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..140B target=ref>Bhattacharya et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 269.408997, -28.963158)>",2230.025930202948
357,ogle2015blg0051lb,ogle2015blg0051lb,269.662537,269.66254168,-28.031694,-28.031694456799997,,16.4,0.72,,,,,,0.73,0.73,,,"<a refstr=""HAN ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...95H target=ref>Han et al. 2016</a>","<a refstr=""HAN ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...95H target=ref>Han et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 269.662537, -28.031694)>",4018.471441763031
358,ogle2015blg0954lb,ogle2015blg0954lb,270.184333,270.183333348,-28.660889,-28.660833355,,,3.9,,,,,,1.2,1.2,,,"<a refstr=""SHIN ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016JKAS...49...73S target=ref>Shin et al. 2016</a>","<a refstr=""SHIN ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016JKAS...49...73S target=ref>Shin et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 270.184333, -28.660889)>",1913.6621255626878
359,ogle2015blg0966lb,ogle2015blg0966lb,268.75425,268.754166667,-29.047110999999997,-29.047222234,,,0.06607,,,,,,2.1,2.4,,,"<a refstr=""STREET ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...819...93S target=ref>Street et al. 2016</a>","<a refstr=""STREET ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...819...93S target=ref>Street et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 268.75425, -29.047111)>",2160.2121198967448
360,ogle2016blg0613labb,ogle2016blg0613labb,269.260406,269.262500001,-28.116166999999997,-28.116111126,,,4.18,,,,,,6.4,6.4,,,"<a refstr=""HAN ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....154..223H target=ref>Han et al. 2017</a>","<a refstr=""HAN ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....154..223H target=ref>Han et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 269.260406, -28.116167)>",5070.573741156749
361,ogle2016blg1190lb,ogle2016blg1190lb,269.717926,269.720833351,-27.613556,-27.613611134,,,13.38,,,,1224.0,1223.6,2.17,2.17,,0.42,"<a refstr=""RYU ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171009974R target=ref>Ryu et al. 2017</a>","<a refstr=""RYU ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171009974R target=ref>Ryu et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 269.717926, -27.613556)>",4793.541841952692
362,ogle2016blg1195lb,ogle2016blg1195lb,268.847931,268.850000008,-30.207251,-30.207222232,,,0.0045,,,,,,1.16,1.16,,,"<a refstr=""SHVARTZVALD ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017ApJ...840L...3S target=ref>Shvartzvald et al. 2017</a>","<a refstr=""SHVARTZVALD ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017ApJ...840L...3S target=ref>Shvartzvald et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 268.847931, -30.207251)>",1033.4718695009421
363,ogle2017blg1434lb,ogle2017blg1434lb,268.280365,268.280375002,-30.245721999999997,-30.2457222368,,,0.014,,,,,,1.18,1.18,,,"<a refstr=""UDALSKI ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018AcA....68....1U target=ref>Udalski et al. 2018</a>","<a refstr=""UDALSKI ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018AcA....68....1U target=ref>Udalski et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 268.280365, -30.245722)>",709.8558274503077
364,pots1b,pots1b,203.608877,203.6083,-66.58111600000001,-66.5811,17.94,17.94,2.31,,0.941,0.941,3.1606296,3.1606296,0.03734,0.03734,,,"<a refstr=""KOPPENHOEFER ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013MNRAS.435.3133K target=ref> Koppenhoefer et al. 2013 </a>","<a refstr=""KOPPENHOEFER ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013MNRAS.435.3133K target=ref> Koppenhoefer et al. 2013 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 203.608877, -66.581116)>",69522.66675772701
365,psrb162026b,psrb162026b,245.909262,245.9083333,-26.531594000000002,-26.531388899999996,,24.0,2.5,,,,,36525.0,23.0,23.0,,,"<a refstr=""SIGURDSSON ET AL. 2003"" href=http://adsabs.harvard.edu/abs/2003Sci...301..193S target=ref> Sigurdsson et al. 2003 </a>","<a refstr=""SIGURDSSON ET AL. 2003"" href=http://adsabs.harvard.edu/abs/2003Sci...301..193S target=ref> Sigurdsson et al. 2003 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 245.909262, -26.531594)>",45581.935695014414
369,proximacenb,proximacenb,217.42895499999997,217.429166681,-62.679485,-62.679444468,11.11,11.13,0.004,0.004,,,11.186,11.186,0.0485,0.0485,0.35,0.0,"<a refstr=""ANGLADA-ESCUD&EACUTE; ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016Natur.536..437A target=ref>Anglada-Escud&eacute; et al. 2016</a>","<a refstr=""ANGLADA-ESCUD&EACUTE; ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016Natur.536..437A target=ref>Anglada-Escud&eacute; et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 217.428955, -62.679485)>",207016.44482164597
370,qatar3b,qatar3b,359.152008,359.15000001199996,36.212971,36.21305557,12.88,,4.31,,1.0959999999999999,1.0959999999999999,2.5079204,2.5079203999999997,0.03783,0.03783,0.0,,"<a refstr=""ALSUBAI ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..200A target=ref>Alsubai et al. 2017</a>","<a refstr=""ALSUBAI ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..200A target=ref>Alsubai et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 359.152008,  36.212971)>",211126.68000717895
371,qatar4b,qatar4b,4.859266000000001,4.858333342,44.027640999999996,44.02750000899999,13.6,,6.1,,1.135,1.5519999999999998,1.8053564,1.8053949,0.028030000000000003,0.028610000000000003,0.0,,"<a refstr=""ALSUBAI ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..200A target=ref>Alsubai et al. 2017</a>","<a refstr=""ALSUBAI ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..200A target=ref>Alsubai et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 4.859266,  44.027641)>",708.733983376346
372,qatar5b,qatar5b,7.053897999999999,7.054166671,42.061333000000005,42.061388899,12.82,,4.32,,1.107,1.107,2.8792319,2.8792318999999997,0.04127,0.04127,0.0,,"<a refstr=""ALSUBAI ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..200A target=ref>Alsubai et al. 2017</a>","<a refstr=""ALSUBAI ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..200A target=ref>Alsubai et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 7.053898,  42.061333)>",46294.111324918325
373,ross128b,ross128b,176.93498200000002,176.933333348,0.804563,0.804444464,11.15,11.15,0.0044,0.0044,,,9.8658,9.8658,0.0496,0.0496,0.116,0.11599999999999999,"<a refstr=""BONFILS ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171106177B target=ref>Bonfils et al. 2017</a>","<a refstr=""BONFILS ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171106177B target=ref>Bonfils et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 176.934982,  0.804563)>",7488.652173051084
374,tap26b,tap26b,64.715416,64.71666668399999,17.387936,17.388055567000002,,12.4,1.66,1.73,,,10.79,10.91,0.0968,0.0975,,,"<a refstr=""YU ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.467.1342Y target=ref>Yu et al. 2017</a>","<a refstr=""YU ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.467.1342Y target=ref>Yu et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 64.715416,  17.387936)>",9174.955798766838
379,tyc3318013331b,tyc3318013331b,45.582458,45.58333334,49.74416,49.744444468000005,,9.9,3.42,3.42,,,562.0,562.0,1.414,1.4140000000000001,0.098,0.098,"<a refstr=""ADAMOW ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018arXiv180104379A target=ref>Adamow et al. 2018</a>","<a refstr=""ADAMOW ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018arXiv180104379A target=ref>Adamow et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 45.582458,  49.74416)>",253973.9814330765
380,tyc366712801b,tyc366712801b,12.887344,78.37500001,58.42616700000001,58.426111127,9.86,9.9,5.4,5.4,,,26.468,26.468000000000004,0.21,0.21,0.036,0.036000000000000004,"<a refstr=""NIEDZIELSKI ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...589L...1N target=ref>Niedzielski et al. 2016</a>","<a refstr=""NIEDZIELSKI ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...589L...1N target=ref>Niedzielski et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 12.887344,  58.426167)>",85312.43398884663
381,v830taub,v830taub,68.291803,68.29166667,24.56205,24.561944465,12.377,12.1,0.7,0.63,,,4.927,4.93,0.057,0.057,,0.0,"<a refstr=""DONATI ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.465.3343D target=ref>Donati et al. 2017</a>","<a refstr=""DONATI ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016Natur.534..662D target=ref>Donati et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 68.291803,  24.56205)>",19742.58020356914
382,wasp105b,wasp105b,24.167667,24.16666668,-50.659027,-50.658888909,12.1,12.1,1.8,,0.96,0.96,7.87288,7.87288,0.075,0.075,0.0,0.0,"<a refstr=""ANDERSON ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...604A.110A target=ref>Anderson et al. 2017</a>","<a refstr=""ANDERSON ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...604A.110A target=ref>Anderson et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 24.167667, -50.659027)>",11547.374260793706
383,wasp107b,wasp107b,188.38687099999999,188.387500011,-10.146149000000001,-10.146111123999999,11.470999999999998,11.6,0.12,,0.94,0.94,5.72149,5.72149,0.055,0.055,0.0,0.0,"<a refstr=""ANDERSON ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...604A.110A target=ref>Anderson et al. 2017</a>","<a refstr=""ANDERSON ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...604A.110A target=ref>Anderson et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 188.386871, -10.146149)>",110437.27731206587
384,wasp113b,wasp113b,224.872776,224.870833343,46.960117,46.960000027,11.770999999999999,11.8,0.475,,1.409,1.409,4.54216875,4.542168745380001,0.05885,0.05885,0.0,0.0,"<a refstr=""BARROS ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...593A.113B target=ref>Barros et al. 2016</a>","<a refstr=""BARROS ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...593A.113B target=ref>Barros et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 224.872776,  46.960117)>",10524.694032367946
385,wasp114b,wasp114b,327.664437,327.66666668,10.463482,10.463055575,12.743,12.74,1.769,,1.339,1.339,1.5487743,1.5487743,0.02851,0.02851,0.012,0.012,"<a refstr=""BARROS ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...593A.113B target=ref>Barros et al. 2016</a>","<a refstr=""BARROS ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...593A.113B target=ref>Barros et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 327.664437,  10.463482)>",131373.93880149687
